datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2016-08-20,1471631400,32.2,26.1,29.2,41.3,26.1,35.8,26.0,83.2,1.0,100.0,4.17,['rain'],0,0,26.6,15.1,112.4,1000.5,88.3,3.8,216.4,18.5,7.0,05:57:19,1471652839,19:03:27,1471700007,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-21,1471717800,34.4,26.7,30.3,45.8,26.7,37.7,26.4,80.5,1.4,100.0,12.5,['rain'],0,0,25.6,10.1,85.5,1000.8,47.5,3.6,241.0,20.7,8.0,05:57:54,1471739274,19:02:23,1471786343,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-22,1471804200,33.9,25.1,29.3,44.5,25.1,35.4,25.8,81.8,4.0,100.0,4.17,['rain'],0,0,23.4,9.7,101.9,1002.5,48.0,3.6,233.8,20.1,8.0,05:58:28,1471825708,19:01:18,1471872678,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-23,1471890600,33.9,25.9,29.6,44.8,25.9,35.9,25.9,81.4,1.0,100.0,4.17,['rain'],0,0,20.5,10.1,70.4,1003.1,45.9,3.9,228.6,19.6,8.0,05:59:02,1471912142,19:00:13,1471959013,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-24,1471977000,31.5,25.9,28.7,39.0,25.9,34.2,25.5,83.1,4.0,100.0,4.17,['rain'],0,0,31.0,15.8,101.0,1002.9,78.6,3.7,157.1,13.6,6.0,05:59:37,1471998577,18:59:06,1472045346,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-25,1472063400,33.7,25.6,29.1,42.5,25.6,34.4,25.7,82.6,2.8,100.0,50.0,['rain'],0,0,35.6,10.8,82.2,1004.2,78.9,3.3,214.8,18.7,7.0,06:00:11,1472085011,18:57:59,1472131679,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-26,1472149800,35.7,26.7,30.1,45.4,26.7,37.2,26.3,81.5,2.0,100.0,4.17,['rain'],0,0,22.3,14.4,75.1,1004.6,54.2,3.8,223.3,19.3,8.0,06:00:45,1472171445,18:56:51,1472218011,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-27,1472236200,31.1,26.1,28.2,38.7,26.1,33.3,25.7,86.5,6.3,100.0,8.33,['rain'],0,0,29.5,13.0,96.8,1006.6,83.7,3.6,123.8,10.8,5.0,06:01:18,1472257878,18:55:43,1472304343,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-28,1472322600,34.5,25.4,29.6,44.6,25.4,35.4,25.6,79.9,5.5,100.0,12.5,['rain'],0,0,22.7,11.5,50.9,1006.3,40.9,3.9,219.9,18.9,8.0,06:01:52,1472344312,18:54:34,1472390674,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-29,1472409000,29.3,25.1,26.7,38.3,25.1,29.4,25.3,91.9,5.0,100.0,8.33,['rain'],0,0,18.7,7.9,322.4,1004.4,95.4,2.6,60.5,5.1,2.0,06:02:26,1472430746,18:53:25,1472477005,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-30,1472495400,32.7,25.1,28.4,39.7,25.1,32.4,24.7,81.3,0.9,100.0,12.5,['rain'],0,0,22.3,6.8,66.2,1002.0,57.0,3.7,220.2,19.0,8.0,06:02:59,1472517179,18:52:14,1472563334,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-08-31,1472581800,31.6,23.9,28.2,40.5,23.9,32.3,25.1,83.6,4.0,100.0,4.17,['rain'],0,0,24.1,9.0,90.4,1002.5,46.1,3.9,181.2,15.6,7.0,06:03:32,1472603612,18:51:04,1472649664,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-01,1472668200,31.9,20.7,27.9,40.8,20.7,31.5,24.7,83.4,16.0,100.0,4.17,['rain'],0,0,17.6,7.9,96.8,1002.3,53.7,3.9,177.0,15.2,7.0,06:04:06,1472690046,18:49:53,1472735993,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-02,1472754600,33.3,24.4,28.7,40.3,24.4,32.2,24.4,78.8,0.2,100.0,8.33,['rain'],0,0,29.9,15.1,311.5,1001.1,21.2,3.9,234.4,20.3,7.0,06:04:39,1472776479,18:48:41,1472822321,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-03,1472841000,34.5,25.6,29.6,40.3,25.6,33.6,24.1,73.6,0.0,0.0,0.0,,0,0,28.4,12.2,284.7,1000.2,12.0,3.9,241.8,21.0,7.0,06:05:12,1472862912,18:47:29,1472908649,0.06,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-04,1472927400,34.7,26.1,30.2,42.2,26.1,35.7,24.6,72.9,0.3,100.0,12.5,['rain'],0,0,24.5,10.1,258.2,1002.0,14.7,3.9,244.5,20.9,8.0,06:05:45,1472949345,18:46:17,1472994977,0.09,Rain,Clear conditions throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-05,1473013800,34.8,27.1,30.3,42.8,29.8,35.9,24.5,71.8,0.6,100.0,25.0,['rain'],0,0,26.3,10.8,266.6,1002.6,29.5,3.6,239.1,20.8,8.0,06:06:18,1473035778,18:45:04,1473081304,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-06,1473100200,35.2,27.1,30.5,41.6,30.2,35.9,24.3,70.3,0.0,0.0,0.0,,0,0,23.8,11.2,272.3,1003.2,15.8,3.9,240.3,20.8,8.0,06:06:50,1473122210,18:43:51,1473167631,0.16,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-07,1473186600,34.7,26.9,30.4,41.1,30.1,35.3,23.9,69.2,0.0,0.0,0.0,,0,0,22.7,9.7,280.7,1003.1,19.4,3.9,239.8,20.7,8.0,06:07:23,1473208643,18:42:37,1473253957,0.19,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-08,1473273000,35.4,26.9,30.7,43.0,30.2,36.2,24.3,69.7,0.0,0.0,0.0,,0,0,23.4,10.4,276.2,1004.3,15.5,3.8,227.7,19.7,8.0,06:07:56,1473295076,18:41:23,1473340283,0.22,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-09,1473359400,35.4,27.1,30.7,40.8,30.6,35.7,23.8,67.5,0.0,0.0,0.0,,0,0,25.2,10.4,278.9,1005.0,20.8,3.8,228.4,19.6,8.0,06:08:29,1473381509,18:40:09,1473426609,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-10,1473445800,36.2,27.2,30.9,40.6,29.4,35.0,22.8,63.2,0.0,0.0,0.0,,0,0,25.6,13.0,270.1,1004.0,8.7,2.9,250.9,21.6,9.0,06:09:01,1473467941,18:38:55,1473512935,0.29,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-11,1473532200,36.3,26.6,30.7,40.8,26.6,34.5,22.9,65.0,0.0,0.0,0.0,,0,0,25.6,10.8,270.9,1003.4,13.7,3.4,242.4,20.9,8.0,06:09:34,1473554374,18:37:40,1473599260,0.32,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-12,1473618600,36.7,25.6,30.5,40.7,25.6,34.6,23.3,67.1,0.0,0.0,0.0,,0,0,27.0,10.8,296.9,1003.7,21.8,3.8,226.3,19.7,8.0,06:10:06,1473640806,18:36:25,1473685585,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-13,1473705000,36.5,26.1,30.1,42.1,26.1,34.4,23.7,70.0,0.0,0.0,0.0,,0,0,23.4,5.8,352.9,1005.9,18.4,3.3,224.4,19.5,7.0,06:10:39,1473727239,18:35:10,1473771910,0.39,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-14,1473791400,35.0,25.2,29.4,40.1,25.2,32.5,23.0,70.0,0.0,0.0,0.0,,0,0,18.7,10.8,50.4,1007.5,15.3,3.9,235.0,20.1,8.0,06:11:12,1473813672,18:33:55,1473858235,0.42,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-15,1473877800,35.9,25.2,29.6,39.5,25.2,32.4,23.0,69.6,0.0,0.0,0.0,,0,0,22.3,8.6,349.5,1005.6,3.8,3.8,245.3,21.1,8.0,06:11:44,1473900104,18:32:39,1473944559,0.45,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-16,1473964200,36.6,25.1,30.1,40.6,25.1,33.6,23.3,68.9,0.0,0.0,0.0,,0,0,24.1,9.7,359.6,1004.6,7.6,3.7,237.3,20.2,8.0,06:12:17,1473986537,18:31:24,1474030884,0.48,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-17,1474050600,36.1,26.1,30.9,41.6,26.1,36.3,24.4,69.4,0.0,0.0,0.0,,0,0,18.0,7.2,21.1,1003.2,14.9,3.5,228.9,19.8,8.0,06:12:50,1474072970,18:30:08,1474117208,0.5,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-18,1474137000,36.6,26.1,30.8,41.6,26.1,36.0,24.3,69.7,0.0,0.0,0.0,,0,0,19.4,8.6,96.4,1004.6,14.1,3.4,222.0,19.3,7.0,06:13:23,1474159403,18:28:53,1474203533,0.55,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-19,1474223400,36.5,27.4,30.8,41.3,31.5,36.8,24.8,71.5,0.0,0.0,0.0,,0,0,19.8,7.6,92.7,1004.1,21.3,2.2,207.5,17.9,7.0,06:13:55,1474245835,18:27:37,1474289857,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-20,1474309800,35.9,26.3,30.3,42.0,26.3,36.1,25.1,74.8,0.2,100.0,4.17,['rain'],0,0,18.4,7.9,29.1,1002.9,13.9,2.8,219.3,18.8,7.0,06:14:28,1474332268,18:26:22,1474376182,0.62,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-21,1474396200,36.0,27.0,30.7,42.6,30.8,37.6,25.6,75.7,0.1,100.0,4.17,['rain'],0,0,24.8,12.6,92.8,1004.6,15.3,2.9,226.0,19.5,8.0,06:15:02,1474418702,18:25:06,1474462506,0.66,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-22,1474482600,31.9,24.1,27.8,36.7,24.1,30.1,23.0,75.9,0.1,100.0,4.17,['rain'],0,0,37.4,18.4,107.3,1007.9,27.5,3.6,194.7,16.7,8.0,06:15:35,1474505135,18:23:51,1474548831,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-23,1474569000,34.6,23.4,28.6,38.2,23.4,30.7,22.5,71.4,0.1,100.0,4.17,['rain'],0,0,19.8,10.4,68.8,1005.4,6.8,3.3,229.2,19.8,8.0,06:16:08,1474591568,18:22:35,1474635155,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-24,1474655400,34.4,24.7,28.3,38.4,24.7,30.5,22.9,73.7,1.3,100.0,16.67,['rain'],0,0,20.9,8.6,89.1,1003.8,13.0,3.6,197.1,17.1,7.0,06:16:41,1474678001,18:21:20,1474721480,0.76,Rain,Clear conditions throughout the day with rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-09-25,1474741800,33.7,25.1,28.7,38.6,25.1,31.7,23.7,75.8,0.0,0.0,0.0,,0,0,20.9,8.6,88.8,1004.5,10.0,3.4,212.6,18.3,7.0,06:17:15,1474764435,18:20:05,1474807805,0.8,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-26,1474828200,34.3,25.1,28.8,38.3,25.1,31.6,23.6,75.3,0.0,0.0,0.0,,0,0,19.1,7.6,94.9,1005.9,14.2,2.5,214.1,18.5,7.0,06:17:49,1474850869,18:18:50,1474894130,0.83,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-27,1474914600,34.6,24.6,29.1,40.0,24.6,32.3,23.7,74.6,0.0,0.0,0.0,,0,0,19.4,8.6,74.9,1006.2,9.6,1.8,218.3,18.7,7.0,06:18:23,1474937303,18:17:35,1474980455,0.87,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-28,1475001000,34.8,25.0,29.2,41.0,25.0,32.9,24.3,76.5,0.0,0.0,0.0,,0,0,19.1,8.3,49.9,1005.2,7.6,2.0,209.1,18.0,7.0,06:18:57,1475023737,18:16:21,1475066781,0.9,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-29,1475087400,34.7,25.6,29.4,39.6,25.6,33.7,24.3,75.3,0.0,0.0,0.0,,0,0,20.5,10.4,80.6,1005.1,12.9,1.8,223.2,19.5,8.0,06:19:31,1475110171,18:15:06,1475153106,0.94,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-09-30,1475173800,34.5,25.7,29.6,41.3,25.7,34.3,24.7,76.4,0.0,0.0,0.0,,0,0,19.8,7.6,37.8,1005.3,11.5,1.6,204.3,17.8,7.0,06:20:06,1475196606,18:13:52,1475239432,0.97,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-01,1475260200,34.8,26.1,30.1,41.8,26.1,35.8,25.3,77.0,0.0,0.0,0.0,,0,0,16.9,8.3,20.4,1006.8,16.9,1.6,206.2,17.9,7.0,06:20:41,1475283041,18:12:39,1475325759,0.0,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-02,1475346600,35.0,27.1,30.5,42.7,31.1,37.0,25.4,75.2,0.1,100.0,4.17,['rain'],0,0,23.0,7.9,60.6,1008.5,21.9,1.5,194.5,16.8,7.0,06:21:16,1475369476,18:11:25,1475412085,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-10-03,1475433000,35.3,27.2,30.5,42.5,30.9,36.2,24.8,72.8,0.0,0.0,0.0,,0,0,26.6,11.2,17.1,1007.1,35.7,1.8,192.2,16.6,7.0,06:21:51,1475455911,18:10:12,1475498412,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-04,1475519400,35.7,26.4,30.1,41.3,26.4,34.8,23.9,70.3,0.0,0.0,0.0,,0,0,19.4,9.4,345.5,1005.0,38.7,1.6,199.0,17.1,7.0,06:22:26,1475542346,18:09:00,1475584740,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-05,1475605800,34.1,24.7,28.6,39.7,24.7,31.1,22.7,71.4,0.3,100.0,4.17,['rain'],0,0,25.6,7.9,313.4,1004.8,38.1,2.0,190.2,16.5,7.0,06:23:02,1475628782,18:07:48,1475671068,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-10-06,1475692200,35.0,22.9,28.5,37.4,22.9,30.1,21.3,66.9,0.0,0.0,0.0,,0,0,20.2,7.9,2.6,1006.2,5.7,2.1,212.9,18.4,8.0,06:23:38,1475715218,18:06:36,1475757396,0.17,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-07,1475778600,35.1,23.7,28.7,37.6,23.7,30.3,21.4,66.7,0.0,0.0,0.0,,0,0,28.1,13.0,359.0,1007.0,4.7,2.0,201.4,17.4,7.0,06:24:15,1475801655,18:05:25,1475843725,0.21,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-08,1475865000,35.9,23.1,29.1,37.0,23.1,30.1,20.4,62.4,0.0,0.0,0.0,,0,0,25.6,11.9,341.1,1006.7,2.5,2.9,217.1,18.7,7.0,06:24:51,1475888091,18:04:14,1475930054,0.24,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-09,1475951400,36.2,22.1,28.7,37.3,22.1,29.6,19.1,58.4,1.1,100.0,4.17,['rain'],0,0,24.1,15.8,348.6,1005.5,9.8,2.6,214.1,18.5,7.0,06:25:28,1475974528,18:03:04,1476016384,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['42099099999', '42101099999', 'remote']",obs,
2016-10-10,1476037800,34.8,22.9,27.9,34.9,22.9,28.3,18.1,57.2,0.0,0.0,0.0,,0,0,24.8,11.2,326.1,1005.8,3.1,2.3,218.7,18.7,8.0,06:26:06,1476060966,18:01:54,1476102714,0.31,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-11,1476124200,34.8,20.9,27.1,34.5,20.9,27.3,18.2,60.9,0.0,0.0,0.0,,0,0,28.1,12.6,327.4,1006.2,0.7,2.0,222.1,19.1,8.0,06:26:43,1476147403,18:00:45,1476189045,0.34,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-12,1476210600,34.8,21.2,26.8,34.0,21.2,26.8,17.2,58.7,0.0,0.0,0.0,,0,0,25.6,11.5,319.9,1005.7,1.6,1.9,219.8,18.7,8.0,06:27:22,1476233842,17:59:37,1476275377,0.37,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-13,1476297000,34.8,20.1,26.6,33.1,20.1,26.3,14.9,51.4,0.0,0.0,0.0,,0,0,23.8,11.2,335.7,1007.5,0.0,1.9,225.1,19.4,8.0,06:28:00,1476320280,17:58:30,1476361710,0.4,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-14,1476383400,34.9,19.2,26.0,33.7,19.2,25.8,15.7,56.0,0.0,0.0,0.0,,0,0,24.8,11.2,329.5,1008.8,0.0,1.9,225.2,19.5,8.0,06:28:39,1476406719,17:57:23,1476448043,0.44,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-15,1476469800,34.9,18.5,25.8,33.8,18.5,25.6,15.7,57.1,0.0,0.0,0.0,,0,0,25.6,11.9,322.5,1009.9,0.0,2.1,222.3,19.2,8.0,06:29:18,1476493158,17:56:16,1476534376,0.47,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-16,1476556200,34.8,19.1,25.9,33.2,19.1,25.6,14.9,54.3,0.0,0.0,0.0,,0,0,25.2,11.5,341.5,1011.0,0.0,1.9,220.0,18.9,8.0,06:29:58,1476579598,17:55:11,1476620711,0.5,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-17,1476642600,34.4,18.9,25.7,32.8,18.9,25.4,14.4,52.9,0.0,0.0,0.0,,0,0,27.4,12.2,331.2,1010.2,0.0,1.9,218.8,18.9,8.0,06:30:38,1476666038,17:54:06,1476707046,0.54,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-18,1476729000,34.5,18.2,25.1,33.0,18.2,25.0,15.3,57.8,0.0,0.0,0.0,,0,0,23.0,10.1,327.4,1009.1,0.0,1.9,216.8,18.8,8.0,06:31:18,1476752478,17:53:02,1476793382,0.57,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-19,1476815400,34.8,18.2,25.2,33.3,18.2,25.0,15.1,57.7,0.0,0.0,0.0,,0,0,24.1,10.8,321.5,1008.0,0.0,1.8,215.1,18.7,8.0,06:31:59,1476838919,17:51:59,1476879719,0.61,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-20,1476901800,33.8,18.7,25.3,33.1,18.7,25.3,15.9,58.9,0.0,0.0,0.0,,0,0,19.4,7.9,277.0,1006.5,0.0,1.9,211.8,18.3,8.0,06:32:40,1476925360,17:50:57,1476966057,0.64,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-21,1476988200,33.8,18.7,25.1,33.9,18.7,25.4,17.2,63.8,0.0,0.0,0.0,,0,0,21.2,10.1,313.9,1007.7,2.3,1.8,199.1,17.1,7.0,06:33:21,1477011801,17:49:56,1477052396,0.67,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-22,1477074600,33.3,19.1,25.0,32.9,19.1,25.1,16.7,62.4,0.0,0.0,0.0,,0,0,23.0,10.4,333.3,1008.9,0.0,1.8,207.8,18.0,7.0,06:34:03,1477098243,17:48:55,1477138735,0.71,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-23,1477161000,32.9,19.1,24.8,32.2,19.1,24.8,16.0,60.6,0.0,0.0,0.0,,0,0,28.1,13.7,317.9,1008.8,0.0,1.9,207.2,18.0,7.0,06:34:46,1477184686,17:47:56,1477225076,0.75,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-24,1477247400,33.0,18.9,24.8,31.7,18.9,24.6,15.4,59.1,0.0,0.0,0.0,,0,0,24.8,11.5,303.1,1007.7,0.0,1.8,206.0,17.9,7.0,06:35:29,1477271129,17:46:58,1477311418,0.78,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-25,1477333800,32.5,18.1,23.8,31.7,18.1,23.8,15.8,63.8,0.0,0.0,0.0,,0,0,21.2,9.0,1.0,1008.3,0.0,1.9,203.7,17.7,7.0,06:36:12,1477357572,17:46:00,1477397760,0.81,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-26,1477420200,32.3,16.4,23.6,31.3,16.4,23.5,15.0,61.5,0.0,0.0,0.0,,0,0,23.0,10.1,356.7,1011.1,0.0,1.8,202.5,17.4,7.0,06:36:56,1477444016,17:45:04,1477484104,0.85,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-27,1477506600,32.2,17.2,23.5,30.8,17.2,23.3,15.0,62.5,0.0,0.0,0.0,,0,0,30.6,15.1,333.6,1014.2,0.0,1.9,204.3,17.6,7.0,06:37:40,1477530460,17:44:09,1477570449,0.88,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-28,1477593000,31.7,17.1,23.1,30.3,17.1,22.9,14.4,61.8,0.0,0.0,0.0,,0,0,25.9,11.2,307.7,1012.3,0.0,1.6,201.6,17.4,7.0,06:38:24,1477616904,17:43:15,1477656795,0.92,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-29,1477679400,31.6,17.0,22.3,30.4,17.0,22.2,15.0,65.9,0.0,0.0,0.0,,0,0,22.0,8.6,84.9,1012.5,0.0,1.9,199.1,17.3,7.0,06:39:09,1477703349,17:42:22,1477743142,0.95,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-30,1477765800,30.5,16.3,21.8,29.7,16.3,21.8,15.7,70.9,0.0,0.0,0.0,,0,0,15.1,8.6,66.8,1014.6,37.9,1.8,174.0,14.9,6.0,06:39:55,1477789795,17:41:30,1477829490,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['42099099999', '42101099999', 'remote']",obs,
2016-10-31,1477852200,30.1,15.4,21.7,29.2,15.4,21.7,15.0,68.6,0.0,0.0,0.0,,0,0,17.6,9.0,23.5,1017.3,6.9,1.7,195.3,16.8,7.0,06:40:40,1477876240,17:40:39,1477915839,0.02,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-11-01,1477938600,29.7,15.1,21.6,29.3,15.1,21.6,15.8,72.4,0.0,0.0,0.0,,0,0,21.2,8.6,336.5,1016.2,0.0,1.7,191.9,16.6,7.0,06:41:27,1477962687,17:39:50,1478002190,0.05,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-11-02,1478025000,29.9,16.1,21.5,29.7,16.1,21.5,16.2,74.4,0.0,0.0,0.0,,0,0,18.0,8.3,357.5,1016.1,0.1,1.8,189.7,16.4,7.0,06:42:13,1478049133,17:39:02,1478088542,0.09,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-11-03,1478111400,31.2,15.4,21.6,29.6,15.4,21.6,15.9,73.5,0.0,0.0,0.0,,0,0,18.7,8.3,355.7,1016.3,0.0,1.8,189.6,16.4,7.0,06:43:00,1478135580,17:38:15,1478174895,0.12,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-11-04,1478197800,30.1,15.7,21.3,29.5,15.7,21.3,15.3,71.9,0.0,0.0,0.0,,0,0,27.4,13.7,331.5,1013.2,7.3,1.3,182.5,15.7,7.0,06:43:47,1478222027,17:37:30,1478261250,0.15,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-11-05,1478284200,29.2,16.3,21.3,28.7,16.3,21.3,15.7,72.8,0.0,0.0,0.0,,0,0,22.0,10.4,318.5,1010.4,0.9,1.6,184.5,15.9,7.0,06:44:35,1478308475,17:36:45,1478347605,0.19,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
2016-11-06,1478370600,29.3,14.8,20.5,28.5,14.8,20.5,14.6,71.5,0.0,0.0,0.0,,0,0,15.8,7.9,336.7,1011.0,0.2,1.7,187.5,16.3,7.0,06:45:23,1478394923,17:36:03,1478433963,0.22,Clear,Clear conditions throughout the day.,clear-day,"['42099099999', '42101099999', 'remote']",obs,
