datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2005-01-01,1104517800,18.7,12.4,15.0,18.7,12.4,15.0,12.8,87.2,5.0,100.0,4.17,['rain'],,,,3.6,100.0,1015.9,67.1,2.6,,,,07:23:45,1104544425,17:38:03,1104581283,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,['42101099999'],obs,
2005-01-02,1104604200,19.7,10.4,14.5,19.7,10.4,14.5,13.1,91.7,0.0,0.0,0.0,,,,,3.6,180.0,1016.6,57.1,1.9,,,,07:23:59,1104630839,17:38:46,1104667726,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-03,1104690600,17.7,9.9,12.7,17.7,9.9,12.7,10.8,89.1,0.0,0.0,0.0,,,,,7.6,306.0,1018.9,18.8,1.9,,,,07:24:11,1104717251,17:39:29,1104754169,0.75,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-04,1104777000,18.1,7.9,12.2,18.1,7.9,12.2,10.5,89.8,0.0,0.0,0.0,,,,,5.4,320.0,1020.9,27.5,1.8,,,,07:24:22,1104803662,17:40:14,1104840614,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-05,1104863400,18.1,8.4,12.1,18.1,8.4,12.1,10.1,88.2,0.0,0.0,0.0,,,,,7.6,320.0,1019.0,20.0,3.1,,,,07:24:30,1104890070,17:41:00,1104927060,0.82,Clear,Partly cloudy throughout the day.,clear-day,['42101099999'],obs,
2005-01-06,1104949800,18.1,7.2,11.4,18.1,7.2,11.4,9.9,91.4,0.0,0.0,0.0,,,,,5.4,307.3,1019.3,8.6,1.4,,,,07:24:38,1104976478,17:41:46,1105013506,0.86,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-07,1105036200,18.7,5.2,11.5,18.7,5.2,11.5,9.0,86.2,0.0,0.0,0.0,,,,,9.4,291.5,1018.4,0.0,2.1,,,,07:24:43,1105062883,17:42:33,1105099953,0.89,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-08,1105122600,19.7,7.7,12.2,19.7,7.7,12.2,8.1,78.8,0.0,0.0,0.0,,,,,5.4,287.8,1017.0,0.0,2.8,,,,07:24:47,1105149287,17:43:21,1105186401,0.92,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-09,1105209000,20.1,7.1,13.0,20.1,7.1,13.0,8.8,78.3,0.1,100.0,4.17,['rain'],,,,5.4,320.0,1015.0,14.3,2.6,,,,07:24:49,1105235689,17:44:09,1105272849,0.96,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2005-01-10,1105295400,19.4,7.2,12.2,19.4,7.2,12.2,9.3,84.4,0.0,0.0,0.0,,,,,7.6,294.3,1011.1,21.7,1.3,,,,07:24:50,1105322090,17:44:58,1105359298,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-11,1105381800,18.2,5.6,11.2,18.2,5.6,11.2,8.9,87.1,0.0,0.0,0.0,,,,,0.0,,1016.3,41.3,1.4,,,,07:24:49,1105408489,17:45:48,1105445748,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-12,1105468200,18.4,6.7,11.2,18.4,6.7,11.2,8.4,84.9,0.0,0.0,0.0,,,,,5.4,320.0,1019.0,10.0,1.4,,,,07:24:46,1105494886,17:46:38,1105532198,0.06,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-13,1105554600,20.1,9.9,14.2,20.1,9.9,14.2,7.8,68.4,0.0,0.0,0.0,,,,,9.4,310.8,1016.3,15.7,3.1,,,,07:24:41,1105581281,17:47:28,1105618648,0.09,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-14,1105641000,20.7,9.4,13.7,20.7,9.4,13.7,9.1,75.6,0.0,0.0,0.0,,,,,7.6,320.0,1015.7,18.8,3.0,,,,07:24:35,1105667675,17:48:19,1105705099,0.13,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-15,1105727400,21.4,9.2,13.5,21.4,9.2,13.5,8.2,74.6,0.0,0.0,0.0,,,,,5.4,320.0,1015.2,46.3,2.8,,,,07:24:27,1105754067,17:49:10,1105791550,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-16,1105813800,18.7,5.9,12.6,18.7,5.9,12.6,9.0,79.1,0.0,0.0,0.0,,,,,3.6,320.0,1016.0,65.0,3.5,,,,07:24:18,1105840458,17:50:02,1105878002,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-17,1105900200,14.4,8.2,11.4,14.4,8.2,11.4,9.5,88.6,1.2,100.0,8.33,['rain'],,,,3.6,320.0,1014.5,58.6,3.3,,,,07:24:07,1105926847,17:50:54,1105964454,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['42101099999'],obs,
2005-01-18,1105986600,17.6,5.9,10.5,17.6,5.9,10.5,7.6,84.7,0.0,0.0,0.0,,,,,5.4,320.0,1017.4,1.3,2.9,,,,07:23:54,1106013234,17:51:46,1106050906,0.26,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-19,1106073000,18.1,5.6,10.8,18.1,5.6,10.8,7.8,84.1,0.0,0.0,0.0,,,,,11.2,307.8,1019.7,0.0,3.1,,,,07:23:39,1106099619,17:52:38,1106137358,0.29,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-20,1106159400,17.4,5.7,11.0,17.4,4.7,10.9,6.7,77.5,0.0,0.0,0.0,,,,,5.4,317.2,1019.7,37.5,3.8,,,,07:23:23,1106186003,17:53:31,1106223811,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-21,1106245800,14.7,8.7,11.5,14.7,8.7,11.5,8.8,84.1,0.4,100.0,4.17,['rain'],,,,5.4,320.0,1020.3,78.8,3.0,,,,07:23:05,1106272385,17:54:23,1106310263,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,['42101099999'],obs,
2005-01-22,1106332200,13.7,10.1,11.5,13.7,10.1,11.5,9.8,90.1,0.7,100.0,4.17,['rain'],,,,9.4,77.9,1018.2,96.3,2.3,,,,07:22:46,1106358766,17:55:16,1106396716,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['42101099999'],obs,
2005-01-23,1106418600,13.4,7.1,9.2,13.4,7.1,9.2,8.0,92.5,13.3,100.0,8.33,['rain'],,,,5.4,331.2,1017.5,62.9,3.1,,,,07:22:25,1106445145,17:56:09,1106483169,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,['42101099999'],obs,
2005-01-24,1106505000,12.4,5.7,9.2,12.4,5.7,9.2,8.2,93.5,0.0,0.0,0.0,,,,,3.6,312.3,1019.8,72.9,1.3,,,,07:22:02,1106531522,17:57:02,1106569622,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-25,1106591400,16.2,7.4,11.2,16.2,7.4,11.2,9.6,90.8,0.0,0.0,0.0,,,,,3.6,320.0,1018.8,47.1,1.4,,,,07:21:38,1106617898,17:57:55,1106656075,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-01-26,1106677800,19.1,5.1,11.0,19.1,5.1,11.0,9.2,90.5,0.0,0.0,0.0,,,,,3.6,331.1,1014.3,4.3,1.7,,,,07:21:12,1106704272,17:58:47,1106742527,0.53,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-27,1106764200,18.1,4.7,11.6,18.1,4.7,11.6,9.7,89.7,1.0,100.0,4.17,['rain'],,,,7.6,115.3,1012.4,28.3,2.1,,,,07:20:45,1106790645,17:59:40,1106828980,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,['42101099999'],obs,
2005-01-28,1106850600,19.4,9.2,12.9,19.4,8.1,12.7,10.2,85.2,14.0,100.0,4.17,['rain'],,,,7.6,48.8,1014.8,18.8,3.8,,,,07:20:16,1106877016,18:00:33,1106915433,0.6,Rain,Clear conditions throughout the day with early morning rain.,rain,['42101099999'],obs,
2005-01-29,1106937000,18.1,7.2,11.7,18.1,7.2,11.7,9.2,85.7,0.0,0.0,0.0,,,,,5.4,309.9,1016.5,22.5,4.0,,,,07:19:45,1106963385,18:01:26,1107001886,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['42101099999'],obs,
2005-01-30,1107023400,19.4,8.1,12.8,19.4,8.1,12.8,9.7,83.0,0.0,0.0,0.0,,,,,3.6,307.5,1017.3,18.8,3.8,,,,07:19:13,1107049753,18:02:18,1107088338,0.67,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-01-31,1107109800,19.7,8.4,13.0,19.7,8.4,13.0,11.0,88.5,0.0,0.0,0.0,,,,,3.6,320.0,1018.7,28.8,2.3,,,,07:18:40,1107136120,18:03:10,1107174790,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-01,1107196200,17.1,7.2,11.9,17.1,7.2,11.9,9.9,88.3,0.0,0.0,0.0,,,,,5.4,320.0,1019.5,8.6,1.8,,,,07:18:05,1107222485,18:04:02,1107261242,0.74,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-02,1107282600,16.4,7.7,12.4,16.4,7.7,12.4,9.7,84.4,0.0,0.0,0.0,,,,,5.4,320.0,1017.8,10.0,3.0,,,,07:17:29,1107308849,18:04:54,1107347694,0.75,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-03,1107369000,18.7,7.2,12.6,18.7,7.2,12.6,10.1,86.4,0.0,0.0,0.0,,,,,3.6,331.8,1016.8,38.8,2.5,,,,07:16:51,1107395211,18:05:46,1107434146,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-04,1107455400,20.1,8.4,13.4,20.1,8.4,13.4,10.4,83.9,0.0,0.0,0.0,,,,,3.6,160.0,1015.9,15.0,2.0,,,,07:16:12,1107481572,18:06:37,1107520597,0.84,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-05,1107541800,16.7,8.4,12.2,16.7,8.4,12.2,10.1,87.0,0.0,0.0,0.0,,,,,5.4,137.0,1015.8,71.3,2.0,,,,07:15:31,1107567931,18:07:28,1107607048,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-06,1107628200,15.7,11.1,13.6,15.7,11.1,13.6,12.5,93.3,4.2,100.0,8.33,['rain'],,,,7.6,108.3,1014.8,90.0,2.0,,,,07:14:49,1107654289,18:08:19,1107693499,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['42101099999'],obs,
2005-02-07,1107714600,15.9,12.4,13.9,15.9,12.4,13.9,12.5,91.6,14.8,100.0,12.5,['rain'],,,,9.4,80.1,1014.9,90.0,3.5,,,,07:14:06,1107740646,18:09:10,1107779950,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['42101099999'],obs,
2005-02-08,1107801000,20.7,12.9,16.4,20.7,12.9,16.4,14.2,87.7,0.0,0.0,0.0,,,,,7.6,120.8,1018.9,57.5,3.5,,,,07:13:21,1107827001,18:10:00,1107866400,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-09,1107887400,21.1,13.2,16.9,21.1,13.2,16.9,14.3,85.6,0.8,100.0,8.33,['rain'],,,,9.4,91.4,1020.1,80.0,2.9,,,,07:12:36,1107913356,18:10:50,1107952850,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['42101099999'],obs,
2005-02-10,1107973800,18.2,12.4,15.0,18.2,12.4,15.0,13.7,92.3,0.2,100.0,4.17,['rain'],,,,18.4,270.0,1021.0,88.0,2.8,,,,07:11:49,1107999709,18:11:39,1108039299,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2005-02-11,1108060200,23.4,13.4,18.6,23.4,13.4,18.6,15.0,81.4,0.0,0.0,0.0,,,,,5.4,90.0,1018.2,47.1,3.4,,,,07:11:00,1108086060,18:12:29,1108125749,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-12,1108146600,24.4,14.1,18.9,24.4,14.1,18.9,16.1,85.0,0.0,0.0,0.0,,,,,3.6,140.0,1016.9,32.5,4.0,,,,07:10:11,1108172411,18:13:18,1108212198,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-13,1108233000,21.9,14.4,17.4,21.9,14.4,17.4,15.2,87.4,0.0,0.0,0.0,,,,,9.4,320.0,1016.0,52.5,2.3,,,,07:09:20,1108258760,18:14:06,1108298646,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['42101099999'],obs,
2005-02-14,1108319400,18.9,13.4,15.4,18.9,13.4,15.4,13.3,88.2,0.0,0.0,0.0,,,,,9.4,303.5,1012.4,86.3,3.3,,,,07:08:28,1108345108,18:14:54,1108385094,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-15,1108405800,15.7,12.1,13.7,15.7,12.1,13.7,13.2,96.7,9.0,100.0,12.5,['rain'],,,,9.4,99.3,1006.8,71.3,2.8,,,,07:07:36,1108431456,18:15:42,1108471542,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['42101099999'],obs,
2005-02-16,1108492200,20.4,10.1,14.2,20.4,10.1,14.2,11.9,87.4,0.0,0.0,0.0,,,,,3.6,320.0,1009.6,11.7,3.0,,,,07:06:42,1108517802,18:16:29,1108557989,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-17,1108578600,21.1,9.7,14.5,21.1,9.7,14.5,11.5,83.1,0.0,0.0,0.0,,,,,3.6,140.0,1009.4,56.3,2.0,,,,07:05:47,1108604147,18:17:16,1108644436,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-18,1108665000,21.2,10.4,15.8,21.2,10.4,15.8,12.3,80.4,1.0,100.0,4.17,['rain'],,,,11.2,132.9,1010.0,50.0,3.0,,,,07:04:51,1108690491,18:18:03,1108730883,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2005-02-19,1108751400,16.2,8.4,13.3,16.2,8.4,13.3,11.6,89.5,8.6,100.0,8.33,['rain'],,,,7.6,334.7,1013.6,78.3,3.0,,,,07:03:53,1108776833,18:18:49,1108817329,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['42101099999'],obs,
2005-02-20,1108837800,16.7,7.1,10.8,16.7,7.1,10.7,8.0,84.4,0.0,0.0,0.0,,,,,7.6,320.0,1019.0,3.8,4.0,,,,07:02:55,1108863175,18:19:34,1108903774,0.37,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-21,1108924200,17.4,6.1,10.9,17.4,5.1,10.4,7.6,81.0,0.0,0.0,0.0,,,,,9.4,320.0,1018.1,15.0,4.0,,,,07:01:57,1108949517,18:20:20,1108990220,0.4,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-22,1109010600,18.1,6.4,12.1,18.1,5.5,12.0,9.0,81.9,0.0,0.0,0.0,,,,,9.4,313.2,1018.7,2.5,4.0,,,,07:00:57,1109035857,18:21:05,1109076665,0.44,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-23,1109097000,18.4,9.2,13.5,18.4,9.2,13.5,11.7,89.1,0.0,0.0,0.0,,,,,5.4,325.9,1017.8,45.7,3.3,,,,06:59:56,1109122196,18:21:49,1109163109,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-24,1109183400,21.7,11.7,16.0,21.7,11.7,16.0,12.2,79.5,0.0,0.0,0.0,,,,,7.6,305.9,1016.2,78.8,4.0,,,,06:58:54,1109208534,18:22:34,1109249554,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-25,1109269800,22.9,10.9,16.1,22.9,10.9,16.1,11.6,77.1,0.0,0.0,0.0,,,,,9.4,320.0,1016.0,15.0,4.0,,,,06:57:52,1109294872,18:23:17,1109335997,0.54,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-02-26,1109356200,23.2,11.7,16.4,23.2,11.7,16.4,12.0,77.2,0.0,0.0,0.0,,,,,9.4,300.9,1015.3,37.5,4.0,,,,06:56:49,1109381209,18:24:01,1109422441,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['42101099999'],obs,
2005-02-27,1109442600,21.9,13.7,16.7,21.9,13.7,16.7,13.4,81.7,0.0,0.0,0.0,,,,,7.6,311.4,1014.0,58.6,4.0,,,,06:55:45,1109467545,18:24:44,1109508884,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-02-28,1109529000,23.4,13.4,17.3,23.4,13.4,17.3,14.2,82.9,0.0,0.0,0.0,,,,,7.6,320.0,1014.7,80.0,2.9,,,,06:54:40,1109553880,18:25:27,1109595327,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-01,1109615400,20.1,13.4,16.1,20.1,13.4,16.1,14.4,89.8,0.3,100.0,4.17,['rain'],,,,13.0,320.0,1016.2,68.8,3.0,,,,06:53:35,1109640215,18:26:09,1109681769,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2005-03-02,1109701800,23.1,11.9,17.2,23.1,11.9,17.2,14.0,83.8,0.0,0.0,0.0,,,,,5.4,322.4,1017.0,51.7,4.0,,,,06:52:29,1109726549,18:26:51,1109768211,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-03,1109788200,28.1,15.1,20.6,29.5,15.1,21.0,16.6,80.0,0.0,0.0,0.0,,,,,9.4,334.5,1014.0,33.3,4.0,,,,06:51:22,1109812882,18:27:33,1109854653,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-04,1109874600,26.1,17.1,20.6,26.1,17.1,20.6,16.8,80.8,0.0,0.0,0.0,,,,,7.6,114.4,1014.1,67.5,4.0,,,,06:50:15,1109899215,18:28:14,1109941094,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-05,1109961000,27.4,15.4,20.0,27.7,15.4,20.1,14.9,74.1,0.0,0.0,0.0,,,,,5.4,352.0,1017.6,26.3,4.0,,,,06:49:07,1109985547,18:28:55,1110027535,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-06,1110047400,27.2,14.1,20.0,26.8,14.1,20.0,14.7,74.3,0.0,0.0,0.0,,,,,5.4,302.7,1016.7,26.3,4.0,,,,06:47:59,1110071879,18:29:36,1110113976,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-07,1110133800,28.4,14.7,20.2,27.4,14.7,20.0,14.5,75.1,0.0,0.0,0.0,,,,,5.4,320.0,1015.1,50.0,4.0,,,,06:46:50,1110158210,18:30:16,1110200416,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-08,1110220200,28.4,15.9,21.7,28.3,15.9,21.7,15.3,69.6,0.0,0.0,0.0,,,,,3.6,320.0,1015.8,21.3,4.0,,,,06:45:41,1110244541,18:30:56,1110286856,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-09,1110306600,19.2,16.2,17.6,19.2,16.2,17.6,14.9,84.5,5.0,100.0,8.33,['rain'],,,,11.2,92.2,1015.6,97.1,3.1,,,,06:44:31,1110330871,18:31:36,1110373296,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['42101099999'],obs,
2005-03-10,1110393000,24.1,14.4,18.2,24.1,14.4,18.2,14.9,82.8,5.0,100.0,4.17,['rain'],,,,9.4,87.5,1015.0,52.5,3.5,,,,06:43:21,1110417201,18:32:16,1110459736,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,['42101099999'],obs,
2005-03-11,1110479400,24.2,12.1,17.4,24.2,12.1,17.4,14.0,82.4,0.0,0.0,0.0,,,,,5.4,310.6,1012.8,4.3,3.7,,,,06:42:10,1110503530,18:32:55,1110546175,0.03,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-12,1110565800,26.1,13.9,19.8,26.1,13.9,19.8,15.7,79.4,0.0,0.0,0.0,,,,,3.6,327.7,1014.3,10.0,3.5,,,,06:40:59,1110589859,18:33:34,1110632614,0.06,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-13,1110652200,27.1,15.4,21.1,27.9,15.4,21.2,17.2,80.6,0.0,0.0,0.0,,,,,3.6,320.0,1014.4,15.0,4.0,,,,06:39:48,1110676188,18:34:13,1110719053,0.09,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-14,1110738600,27.9,16.4,22.0,28.6,16.4,22.2,17.8,79.1,0.0,0.0,0.0,,,,,5.4,320.0,1012.8,8.8,3.4,,,,06:38:36,1110762516,18:34:51,1110805491,0.13,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-15,1110825000,28.2,17.4,23.0,29.5,17.4,23.4,19.2,80.7,0.0,0.0,0.0,,,,,5.4,301.6,1009.7,17.5,3.5,,,,06:37:24,1110848844,18:35:30,1110891930,0.16,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-16,1110911400,29.6,18.7,23.7,33.4,18.7,24.5,20.5,83.9,0.0,0.0,0.0,,,,,3.6,335.8,1010.2,22.5,2.0,,,,06:36:12,1110935172,18:36:08,1110978368,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-17,1110997800,29.9,18.2,22.1,32.5,18.2,22.7,18.5,81.4,0.0,0.0,0.0,,,,,9.4,320.0,1011.6,43.8,2.1,,,,06:34:59,1111021499,18:36:46,1111064806,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-18,1111084200,26.7,17.4,20.7,26.7,17.4,20.7,16.2,76.4,0.0,0.0,0.0,,,,,9.4,335.7,1010.1,67.5,3.8,,,,06:33:47,1111107827,18:37:24,1111151244,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-19,1111170600,29.4,17.1,22.7,31.3,17.1,23.1,17.0,71.6,0.0,0.0,0.0,,,,,5.4,10.5,1008.9,48.6,3.7,,,,06:32:34,1111194154,18:38:01,1111237681,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-20,1111257000,29.2,17.4,22.9,29.3,17.4,22.9,16.6,70.4,4.0,100.0,4.17,['rain'],,,,5.4,325.8,1010.1,48.6,4.0,,,,06:31:21,1111280481,18:38:39,1111324119,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,['42101099999'],obs,
2005-03-21,1111343400,25.2,16.4,20.4,25.2,16.4,20.4,17.8,86.2,7.1,100.0,12.5,['rain'],,,,5.4,112.5,1006.5,80.0,3.0,,,,06:30:08,1111366808,18:39:16,1111410556,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['42101099999'],obs,
2005-03-22,1111429800,25.4,14.1,19.5,25.4,14.1,19.5,15.5,79.7,0.0,0.0,0.0,,,,,3.6,340.0,1007.8,17.1,4.0,,,,06:28:55,1111453135,18:39:53,1111496993,0.38,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-23,1111516200,27.1,13.1,20.8,27.2,13.1,20.9,14.3,68.7,0.0,0.0,0.0,,,,,5.4,320.0,1007.1,2.9,4.0,,,,06:27:42,1111539462,18:40:31,1111583431,0.42,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-24,1111602600,26.7,14.1,20.4,26.7,14.1,20.4,14.3,70.8,0.0,0.0,0.0,,,,,5.4,325.9,1008.8,2.5,4.0,,,,06:26:29,1111625789,18:41:08,1111669868,0.45,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-25,1111689000,27.4,14.6,21.1,27.4,14.6,21.1,14.4,68.5,0.0,0.0,0.0,,,,,5.4,320.0,1010.3,27.1,4.0,,,,06:25:16,1111712116,18:41:45,1111756305,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-03-26,1111775400,28.7,15.2,21.9,28.5,15.2,21.9,15.6,71.1,0.0,0.0,0.0,,,,,5.4,319.3,1008.6,10.0,4.0,,,,06:24:03,1111798443,18:42:21,1111842741,0.5,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-27,1111861800,31.1,16.9,24.0,30.1,16.9,23.9,15.8,64.5,0.0,0.0,0.0,,,,,5.4,180.0,1007.2,20.0,3.7,,,,06:22:49,1111884769,18:42:58,1111929178,0.55,Clear,Partly cloudy throughout the day.,clear-day,['42101099999'],obs,
2005-03-28,1111948200,31.1,16.1,23.2,29.7,16.1,23.0,15.0,65.1,0.0,0.0,0.0,,,,,7.6,320.0,1008.1,1.3,4.0,,,,06:21:37,1111971097,18:43:35,1112015615,0.59,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-29,1112034600,30.2,15.2,22.4,28.6,15.2,22.0,12.2,58.5,0.0,0.0,0.0,,,,,7.6,324.7,1008.5,0.0,4.0,,,,06:20:24,1112057424,18:44:12,1112102052,0.62,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-30,1112121000,29.1,15.1,21.6,27.9,15.1,21.3,11.8,57.8,0.0,0.0,0.0,,,,,7.6,323.7,1009.7,1.3,4.0,,,,06:19:11,1112143751,18:44:48,1112188488,0.66,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-03-31,1112207400,29.7,14.1,21.8,28.5,14.1,21.4,11.1,54.6,0.0,0.0,0.0,,,,,9.4,328.1,1009.6,0.0,4.0,,,,06:17:58,1112230078,18:45:25,1112274925,0.69,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-01,1112293800,31.6,14.4,22.5,29.9,14.4,22.1,11.6,55.3,0.0,0.0,0.0,,,,,7.6,324.1,1009.1,17.5,4.0,,,,06:16:46,1112316406,18:46:02,1112361362,0.73,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
